# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 15:15:01.781
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.710623,1.1570,1.5510,4.6470,5.03
3.711266,1.1240,1.5020,4.1380,4.54
3.723029,1.2650,1.4850,3.6290,4.12
3.727195,1.4670,1.3650,3.2750,3.84
3.737985,1.8020,1.1730,3.1290,3.80
3.746800,2.1560,0.9090,3.0880,3.87
3.757283,2.5010,0.5890,3.2350,4.13
3.770691,2.7700,0.2240,3.5520,4.51
3.777207,3.1360,-0.3670,3.7640,4.91
3.795152,3.3900,-0.8200,3.7730,5.14
3.796480,3.1920,-1.0990,3.4590,4.83
3.807655,2.6280,-1.1320,2.7310,3.96
3.819865,1.7450,-0.9100,1.7680,2.65
3.826654,1.0360,-0.7770,0.7840,1.51
3.836927,0.5530,-0.7520,-0.3540,1.00
3.847039,0.1920,-0.5650,-1.4060,1.53
3.856815,-0.0870,-0.3660,-2.2830,2.31
3.872660,-0.0650,-0.3820,-3.0980,3.12
3.876829,0.1250,-0.5100,-3.6240,3.66
3.890049,0.3690,-0.6930,-4.0910,4.17
3.897077,0.6070,-0.9060,-4.4320,4.56
3.908431,0.6650,-1.0920,-4.6740,4.85
3.925234,0.5250,-1.2320,-4.9210,5.10
3.926965,0.2020,-1.4710,-5.1530,5.36
3.942110,0.2020,-1.4710,-5.1530,5.36
3.946845,-0.2390,-1.7640,-5.5650,5.84
3.959436,-0.3520,-1.8260,-5.6900,5.99
3.975763,-0.4700,-1.9430,-6.0960,6.42
3.976765,-0.4910,-1.9310,-6.2110,6.52
3.991932,-0.4910,-1.9310,-6.2110,6.52
3.996743,-0.8750,-2.0630,-6.5300,6.90
4.008303,-0.8750,-2.0630,-6.5300,6.90
4.023350,-0.9450,-2.0190,-6.4170,6.79
4.042228,-1.1280,-1.8980,-6.0170,6.41
4.042737,-1.1280,-1.8980,-6.0170,6.41
4.046660,-1.2560,-1.8160,-5.7930,6.20
4.058995,-1.2560,-1.8160,-5.7930,6.20
4.073251,-1.5760,-1.4040,-5.4320,5.83
4.090983,-1.8040,-0.8130,-5.1020,5.47
4.091464,-1.8040,-0.8130,-5.1020,5.47
4.108124,-1.8600,-0.1600,-4.6330,4.99
4.108647,-1.8600,-0.1600,-4.6330,4.99
4.124905,-1.9410,0.2000,-4.2490,4.68
4.142101,-2.2030,0.9890,-3.4170,4.18
4.142741,-2.2030,0.9890,-3.4170,4.18
4.158558,-1.8510,1.6540,-2.4790,3.51
4.159077,-1.8510,1.6540,-2.4790,3.51
4.175432,-1.5190,1.9390,-1.9740,3.16
4.192043,-0.6000,2.2680,-0.7560,2.46
4.192564,-0.6000,2.2680,-0.7560,2.46
4.207600,0.6000,2.3360,0.5310,2.47
4.208127,0.6000,2.3360,0.5310,2.47
4.225371,1.2640,2.1400,1.1920,2.76
4.241666,2.1510,1.6040,2.5630,3.71
4.242153,2.1510,1.6040,2.5630,3.71
4.257605,1.8010,1.2250,3.6180,4.22
4.258137,1.8010,1.2250,3.6180,4.22
4.272983,1.3150,1.2970,3.9280,4.34
4.290423,0.4310,1.5710,4.2810,4.58
4.290866,0.4310,1.5710,4.2810,4.58
4.308219,0.3170,1.4780,4.1590,4.43
4.308754,0.3170,1.4780,4.1590,4.43
4.325605,0.3850,1.5380,3.9910,4.29
4.341106,0.9100,1.3930,3.6410,4.00
4.341775,0.9100,1.3930,3.6410,4.00
4.357488,0.9490,1.4470,3.3920,3.81
4.358069,0.9490,1.4470,3.3920,3.81
4.375245,0.7300,1.0880,3.4800,3.72
4.391281,0.5580,0.6520,3.4150,3.52
4.391989,0.2620,0.2260,3.3140,3.33
4.408238,-0.0420,-0.0910,3.3080,3.31
4.408850,-0.3190,-0.4620,3.3370,3.38
4.425941,-0.3620,-1.0210,3.6340,3.79
4.426559,-0.3620,-1.0210,3.6340,3.79
